1ee9e1f2-2214-405b-92e9-6711e0562ea0;bug;Баг;19;0;А вы знали, что первым в мире найденным багом была моль?
8a1e47e3-ca28-4ef7-b4a2-dc671ddcee6a;hardwareengineer;Hardware Engineer;19;0;Обитатель прохладных серверных, классический представитель «тыжпрограммиста».
67872c5a-c15b-4a77-9730-681e91411f52;computer;Компьютер;27;0;В 1982 году журнал Time назвал «человеком года» – компьютер.
f7a6f360-27eb-4c9a-90c9-bbaeb5ff8919;complexity;Complexity;19;0;Measure of the design of the software.
74b43e8c-ba3f-4a4d-8b2c-8464c35ea710;legacy;Legacy;25;0;Тяжёлая наследственность.
553ca1ad-1cb9-4add-b0b9-1f969bd55405;experience;Опыт;26;0;Программы без ошибок можно написать двумя способами, но работает - третий. И познаётся это с опытом.
89edf6e0-aa4b-42a9-b33b-ea77cd3e0556;pairprogramming;Парное программирование;20;0;Ведите себя прилично, работайте в парах (с) Антон Бевзюк. 
ab92d155-00ec-43e2-bfcc-457375c42c3a;opensource;Open Source;21;0;Ходят слухи, что приверженцы Open Source – всё ещё унылые красноглазики.
948956e2-ee49-4c41-894b-169b02c4c7e4;relationaldb;Реляционная БД;17;0;Эдгар Франк «Тед» Кодд предложил использовать реляционные БД ещё в 1970 году... когда это не было мейнстримом.
2e091b6d-1a3a-4ec5-aeb5-32b40c27f733;computergame;Компьютерные игры;28;0;Компьютерные игры сделали геймификацию всего окружающего мира трендом современности.
06471798-e54b-4531-a477-8e29005103dc;bitcoin;Биткойн;36;0;99% человек понятия не имеют, как можно их потратить. 
545ab4ab-e1e1-4d73-a6fa-b901d939c70e;zuckerberg;Цукерберг;12;0;Создатель самой крутой соцсети с самым недружелюбным интерфейсом.
895f0c64-7374-4a20-8299-0042a3b46d9b;manager;Manager;18;0;Едет на велосипеде, который горит, и он горит, и всё горит, ещё и кнутом махать надо.
86febc12-f3c6-4cf2-925e-a84fe7d1a8cd;user;Пользователь;14;0;Тот, кто всегда найдет сценарий, который QA не учёл.
fe68fba3-b771-4e0e-8420-299ba1115a28;tester;Тестировщик;20;0;Хилеры кода, мы проверяли.
082543ca-6bd3-4fdc-8b58-e4794cd8bae9;gamer;Геймер;29;0;Вся жизнь – игра, а в киберспорте ещё и платят. 
d960f065-3fe9-4504-8ae2-a70e44abec7e;satoshinakamoto;Satoshi Nakamoto;37;0;А был ли мальчик?
6365a7ab-a08d-4716-9423-9c9e1cae3592;node;Узел;28;0;Невод и node имеют много общего.
c826a9d4-2aa2-4f35-a2f9-299a19b4c44f;pizza;Pizza;37;0;Простой и очевидный способ сделать каждого счастливым!
de284ddc-121c-45b2-80d5-e89f663a444f;ootnfactorial;O(n!);21;0;Это сложно, лучше пойдёмте дальше собирать элементы.
378dbafc-11d8-4da3-addb-a21b59ec66be;consensus;Consensus;39;0;Он всегда достижим (с кровью, потом и тиранией), за исключением проблемы византийских генералов. 
f70ac753-3739-44e8-a1a7-3f51110f6a94;quantumcomputer;Квантовый компьютер;30;0;53-кубитному квантовому процессору приходится жить с комплексом «квантового превосходста».
f17f97df-d08d-413b-a69e-051b7ee65cd3;documentation;Документация;19;0;И хочется, и колется, и времени на неё не хватает.
d4bad125-41a8-4e56-9c59-f60bdaff6ea7;tests;Тесты;28;0;Краснеют в самый неподходящий момент.
0792e91f-e89b-445f-86ee-1a780e9a34f8;middle;Middle;36;0;Говорит «да, я могу это сделать», но пока не может сказать «нет, давайте не будем так делать».
2fc364a0-6d11-4b12-bcc3-e117eb31c394;stallman;Stallman;31;0;Свободу ПО!
21f8c2f9-aa47-4ce5-ac44-c3c054453966;compiler;Компилятор;31;0;Всегда готовый пересказать машине то, чего же вы от неё хотели добиться своим кодом.
bd9458f0-a3f1-44f2-9bee-0f1e5008daed;c;C;37;0;Нужен был язык, способный обойти жесткие правила... Так и появился великий и могучий С.
299d7d1d-08b2-45e0-a4ee-8bedeea015a2;msdos;MS-DOS;46;0;Знакома с командами dir, md, cd, rd, deltree, move, path.
35e7333d-8cea-4d6c-a554-54a11d70d4d8;interface;Интерфейс;33;0;Кому и командная строка – дружественный интерфейс.
1ab18ae3-d1cc-4b2f-bab8-c3706827a59d;error;Error;32;0;Может вовсе и не error, а просто фича.
9946a87f-b59e-4bc3-88ac-53b1845e35b7;it;IT;37;0;Клондайк современности.
082ad5cc-00d2-4c47-8b1d-b92353c68cd6;datacenter;Datacenter;54;0;Самый большой принадлежит китайскому правительству и занимает площадь: 1920240 м2 (110 футбольных полей).
7425d7a6-9f9c-490c-bb2b-baa8677e135b;scrummaster;Scrum master;19;0;Скрам-мастер – не профессия! (c) Один из разработчиков этой игры. Кто – не скажем, а то уволят.
c1b7f9d8-04fb-429d-ac57-03c3ed0be8fc;datadrivencompany;Data Driven Company;45;0;Никто не знает что это, но ехать нужно
ab1de811-0191-4775-acef-2ccee44fd3d0;robotpizzaiolo;Робот пицайоло;47;0;Робот, француз и пиццмейкер. 
a3025093-0597-4652-92f7-8fd56d0be49b;cman;Cman;47;0;Легендарная игра, возродившая формат текстовых квестов. Мурашки по коже!
2b498927-fca5-4904-841a-0475584fe0e1;bugreport;Тикет;33;0;Документ, без которого жалобы QA в сторону разработчиков не заслушиваются.
b914939f-b9da-4507-a5f6-518cb4c1a985;ux;UX;47;0;Словосочетание UX придумал Дональд Норман в 1993 году, когда работал в Apple. 
22d850ba-4400-4185-999c-594f85d9b3b1;qa;QA;40;0;Хилеры колдунов XXI века, мы проверяли.
2758e581-f8b4-4ec3-904e-104ab3852800;network;Сеть;56;0;Конектин пипл!
e65cad2e-c80b-4045-95a8-b163f3a64abf;piece;Кусочек;39;0;Последний кусочек всегда самый лакомый.
10198f91-ca23-45c6-8dc8-b9c05cfbee03;combo;Комбо;74;0;Комбо – бомбо! 16 вариантов уже на сайте!
37d9c63c-c454-4243-8975-3afb24792337;raft;Raft;41;0;Плот. Вы английский вообще в школе учили?
a741a941-dffa-4d7e-bdb3-b952ec3e4be5;autotests;Autotests;41;0;Загадка: Зимой и летом красного цвета?
68df11dd-87d7-4d24-a006-5d8a3000242e;senior;Senior;62;0;Последняя стадия эволюции программиста. Стоит дорого.
29d1887a-a66b-446c-a3ba-4b35d7debb20;cpp;C++;74;0;C++ всех победит.
303cabc8-d60b-41d2-9865-d1a3c39048dc;windows;Windows;79;0;Билл Гейтс хотел назвать Windows 1.0 (выпущенный в 1985 году) довольно тускло – Interface Manager.
3e77415a-4d19-41c7-a90a-08a1b607a42f;dodo;Додо;74;0;Волшебная сеть пиццерий в 13 странах мира, включая Китай, США, Великобританию и Нигерию.
394c4ff3-068d-4db4-8472-9c9fefb59127;drone;Дрон;84;0;Все, кто тяжелее 250 грамм – беспилотные воздушные судна, а вы – внешний пилот. Всё серьезно! 
3c12c306-f9f4-4df1-abf3-f42c274acc95;internet;Интернет;83;0;Весь интернет со всем его цифровым содержимым весит 50 грамм.
7513c326-07d0-48ca-aaca-af7d7e90221f;screen;Экран;106;0;Удобно, когда три монитора. И как некоторые справляются с одним...
f55a1f39-a3f2-4fb4-be2f-dffcd439d945;italchemy;IT-алхимия;102;0;Сказочная игра от Dodo Pizza Engineering с ноткой ностальгии.
589b63db-d022-47cc-a48e-3b2389c004d1;dodois;Dodo IS;111;0;Собственная система управления магическим миром Dodo.
9678a0f4-8062-445d-9961-7789933a369d;sysadmin;Системный администратор;66;0;Так теперь говорить не модно, учите новое слово – DevOps.
5546f8f3-6c69-4955-be5a-4dc263edc9bb;billgates;Bill Gates;80;0;Билл Гейтс назвал чтение и жевание дужек очков основными занятиями в своей жизни.
7efc25a0-378e-4b76-b463-258e9f7f14b1;bsod;Синий экран;98;0;У Синего экрана смерти есть два старших брата – Красный и Чёрный экраны смерти.
90c1a547-5cd8-402d-830c-0185087589ba;linux;Linux;100;0;У пингвина есть имя – Tux.
6b67adb6-e238-4278-8377-869b59ccb8bc;facebook;Facebook;95;0;Вот что случается, когда четыре студента Гарвардского университета хотят развлечься. 
3f692683-a849-4680-98d6-1e966e0b119f;clouds;Облака;137;0;Облака вида Кельвина-Гельмгольца очень похожи на морские волны. Загуглите!
a3748118-de56-4c97-ae71-aa04a67cada8;html;HTML;89;0;Размечает лучше сына маминой подруги.
a96615e1-c012-4932-8242-d755e0c6695a;javascript;JavaScript;92;0;Что ты думаешь о сравнении разных типов в JS?
b2cfc145-7f1d-4c69-81bb-d5be979f7105;site;Сайт;96;0;https://dodois.com/
83b2e562-88e2-49ec-9496-368383cdfaef;script;Script;75;0;Кто писал на PowerShell, тот в цирке больше не смеется.
2ee12c79-4ea0-4a5f-8c8a-a6047c734567;microsoft;Microsoft;159;0;Законодатели моды на странные вопросы на собеседованиях.
950b16e2-819f-4005-a5d7-9b7516809426;linustorvalds;Линус Торвальдс;110;0;Любит пиво Guinness и пострелять из пистолета.
482b1b6f-94c5-4b78-91ac-e1b639bb2522;frontend;Frontend;102;0;Меняют фреймворки как перчатки. Одно слово – хипстеры.
6a2017a6-2bc4-4c97-a4f9-bc680e8918b9;docker;Docker;237;0;Спецдевайс для пиццы (а не кит с контейнерами)! Помогает высвободить из теста пузырьки воздуха.
7ba98ff2-afa4-4ca5-b322-9cba033a95fc;azure;Azure;296;0;Дорогие, но необходимые как воздух облака.
5357e112-6b38-49f6-8e76-1c8248e07a75;dodopizza.ru;dodopizza.ru;170;0;Доставка пиццы №1 в России.
0c9a317f-94ab-4a00-acd8-c909a195524d;dodois.com;dodois.com;207;0;Куда же на конференции без открытых вакансий, хантинга и прочих сказочных вещичек. Приходи к нам, будет интересно!
b067f87e-2de6-4d51-ae13-3d3ad383ca80;dotnet;.NET;170;0;Тот, кто собрал нас здесь сегодня.
c682b4d1-3682-4345-9237-db5fa9cc7c43;dotnetcore;.Net Core;180;0;Кровный родственник .NET Framework с открытым кодом.
829d2c82-3396-4d3d-88c0-3061561d4a3b;vs;Visual Studio;233;0;Отличный инструмент. Когда у тебя в руках такой молоток, все вокруг становится гвоздями.
641bf781-d6af-4299-bec2-4b3982c8710a;dotnext;DotNext;172;0;Лучшая конфа о настоящем и будущем .Net платформы.
69546ad3-4f54-45ed-a9e1-de9df94a82dd;kubernetes;Kubernetes;474;0;Если у вас есть проблема и вы решаете ее с помощью k8s — теперь у вас две проблемы.
e9b71d51-7a42-457f-9f40-93a350498a24;csharp;C#;179;0;<3
0e9af25d-a7f9-4e69-a02b-b1fc9e653b2e;sre;SRE;484;0;Ты че, какой я тебе DevOps? Я – SRE!
05b3fded-b167-428c-9069-2ccd80733056;richter;Рихтер;189;0;Лицензированный пилот, икона, член International Brotherhood of Magicians.
10ed71a4-4e7c-469c-91d1-f1c32ed596f0;holywar;Holywar;253;0;Ребят, ну Java ведь объективно лучше C#, о чём тут спорить?
d4d476cb-d0c4-4b38-a193-9563907a7c3e;backend;Backend;275;0;Real HardCore!
2362ac66-62cf-4fe5-93c0-5a2932c91736;antonio;Антон;7;0;Если тебе кажутся нелогичными какие-то сочетания, жалуйся этому человеку!
dea3ea02-7789-4db3-b476-7340a118f845;elizabeth;Лиза;7;0;Она не только придумала стенд для конфы, но и не позволила команде поубивать друг друга!
cb1d0a82-4648-4efa-83ff-1f65ee73cab4;evgenius;Женя;7;0;Кодит на Unity за еду. В том числе и эту игру.
c4073991-66f0-4c4a-885b-37c988068b49;michelle;Миша;7;0;Создал для этой игры бриллиантовый бэкенд.
3f52ab07-de46-4e9a-bd6e-45f5d3d87ca4;tanya;Таня;7;0;Нарисовала все эти чудесные картиночки.
